name,busname,stat,Minoperatingcapacity(MW),capacity(kW),battery(kWh),chargingrate(MW/hr),dischargingrate(MW/hr),ChargingEfficiency(%),DischargingEfficiency(%),dischargingcost(gbp/MWh),chargingcost(gbp/MWh)
2015004473,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2012001967,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013003953,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2014003922,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013002238,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2016001067,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015000941,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2013000344,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016008184,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2013008247,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2012001712,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014000711,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2014000608,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016003370,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2012005802,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2016008926,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2013005978,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2012001840,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012008289,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015009275,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2012009188,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016004115,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013004716,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013001173,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2015006365,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2016003605,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015008392,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012007555,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2014001247,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2014001657,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2015008051,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2013005587,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016008383,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016001078,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2016003250,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2013001180,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2014008414,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2015000507,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2012003237,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012003247,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013001701,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015005903,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2015004479,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012002197,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012004404,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2012008757,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013007310,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2016000315,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2015006207,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2016008975,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2012000571,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015003665,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012002759,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2015007670,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2016005002,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2013003539,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2016002407,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012001204,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2015005477,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2014000505,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2013000980,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2014000043,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2014000042,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2013000164,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2013007220,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013001807,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2013007855,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2015008959,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012008674,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2016005264,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2012009390,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2016004648,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2012003999,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016006985,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2014001609,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016008050,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2016006841,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012004407,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2014000354,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2012001874,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2012006908,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2016003813,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016005464,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2015000156,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2012001736,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2015001743,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2014006903,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2014007747,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014004063,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2014008048,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2013003387,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2014007730,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014002044,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015003489,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2015008172,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2013004091,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2015006795,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2016004623,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2013002404,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2013008400,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013008399,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015009259,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2014003638,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2014006068,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2015006023,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2014004696,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2012006367,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2016003301,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2015006477,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2015005361,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2014005615,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2014004725,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2016007175,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2016006751,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012005754,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2012008965,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013007162,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2015004611,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2014000987,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2016000882,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2013001050,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2016001480,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2013004739,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2015007550,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2014004386,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2016004329,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012000130,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2013002247,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014005857,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2012004025,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2016006348,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2016007098,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013004406,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2012003304,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2012008701,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013007797,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012007162,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2015006962,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2012007012,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2015000934,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2014003571,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2015001121,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2015008043,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014001859,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2015002734,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2014003285,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2015007038,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2015002572,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2012004846,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014008285,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2014008337,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2014000372,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2013008421,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2015000484,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2015000335,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2013001496,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013001847,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016002733,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2016002656,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015004573,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2012008951,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2012001723,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012001806,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2016005818,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2016002135,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2015000203,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2013004390,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014005796,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014002888,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014000081,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2016008789,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2013007450,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2013002286,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2015004778,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2013004809,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2012009240,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015002146,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2013006626,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2013007813,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2012007421,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012009065,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013006248,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2013008091,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016000126,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2015003615,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2015002865,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2014005562,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2014001043,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2016007502,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2014002371,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2014008182,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015006966,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013001363,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2016004434,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012000412,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2014007416,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016008370,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2016001055,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2015000045,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012002459,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2012007570,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2015001281,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2013000080,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2012008855,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2012009209,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2012006311,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2016001287,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2015005436,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015004859,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2014006330,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2014006329,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2016009107,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2012009109,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2016001030,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2014007354,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013003548,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2015006039,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2014007036,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2014004098,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2013006397,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016003406,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2016003848,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015000266,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2014008850,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2012007949,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2016003534,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2015007198,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2014003957,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016002497,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2015007723,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014007207,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013000581,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2013002605,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2016001101,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2013006309,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013004303,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2015006083,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2014006960,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012006780,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2012004783,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2016003244,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2012007855,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2016005797,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2016004038,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2012002272,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2012008125,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2013004899,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014001566,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2016000260,h,1.0,0.0,7.4,40.0,250.0,0.0,0.88,0.0,0.0,150.0
2012000316,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2012005395,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014005998,h,1.0,0.0,7.4,30.0,250.0,0.0,0.88,0.0,0.0,150.0
2014001385,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2014002713,h,1.0,0.0,7.4,75.0,250.0,0.0,0.88,0.0,0.0,150.0
2015003397,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2012010605,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
2012004692,h,1.0,0.0,7.4,60.0,250.0,0.0,0.88,0.0,0.0,150.0
2014003446,h,1.0,0.0,7.4,24.0,250.0,0.0,0.88,0.0,0.0,150.0
