name,t_in,t_out,EStart,EEnd
2016003324,42,53,10.758350478244063,21.684265250858864
2016003324,56,106,23.56225951824407,24.0
2013001006,28,122,22.27639685824406,24.0
2013001006,125,143,22.41319076,24.0
2015008554,36,120,4.775,29.99999999446736
2014000161,59,143,4.775,29.99999999446736
2015005649,36,106,45.56422019566241,59.98565692656776
2016007479,14,16,71.91006718327789,72.85802329216615
2016007479,20,25,74.53651008,75.0
2016007479,32,107,74.22751679999999,75.0
2015001898,19,46,73.45503360000001,75.0
2015001898,49,107,73.45503360000001,75.0
2015001898,109,125,73.45503360000001,75.0
2015001898,126,143,73.45503360000001,75.0
2016007433,38,107,66.50268478327789,75.0
2015004308,14,107,58.81552575566241,60.0
2012008216,47,108,8.852306790467344,29.99999999446736
2016004588,28,33,35.95090056,38.42167566409129
2016004588,35,113,39.7264122,40.0
2015006573,1,6,73.84127520000001,75.0
2015006573,41,110,73.45503360000001,75.0
2015006573,111,120,74.22751679999999,75.0
2012002502,33,113,4.775,29.7829333278007
2016007728,44,108,15.792365998244073,24.0
2013000124,46,108,26.124709274467353,29.97089348486451
2015002839,17,108,28.062354634467358,30.0
2015002648,14,105,19.622595198244063,24.0
2012005665,41,114,4.775,29.99999999446736
2012005665,120,122,26.678322234467363,27.954891654738244
2014006184,38,108,65.92332238327789,75.0
2015004245,44,143,4.775,29.457333327800697
2013000111,24,66,38.9056488,40.0
2013000111,68,108,38.9056488,40.0
2012004359,50,108,5.943205198244064,23.99999999824405
2016003900,34,143,4.75,39.99994402483061
2015001372,110,143,26.95512872,30.0
2012004803,51,124,11.414961198244063,23.99999999824408
2015002110,30,108,4.675,23.999999998244085
2013000552,40,50,31.438310660541188,38.17758100019507
2013000552,58,122,38.35847266054119,40.0
2013000552,124,143,38.3584732,40.0
2013004958,45,135,54.8179251956624,60.0
2013000813,10,15,20.470717379999996,23.265301327076614
2013000813,22,44,23.4528244,24.0
2013000813,62,124,23.097160260000003,24.0
2013000813,126,143,23.42546562,24.0
2013003242,38,108,12.509312398244061,23.457333331577377
2016007126,42,108,10.32060999824406,23.999999998244057
2014007249,39,108,37.98517998327788,74.57118030626641
2014007566,111,143,67.275168,75.0
2013004001,123,143,55.92836979566238,60.0
2014004715,48,64,7.694547594467368,24.9716289534961
2014004715,67,108,28.643648242467364,30.0
2016008952,41,108,32.3395410605412,40.0
2014008252,28,36,55.558221595662395,58.853092529475745
2014008252,60,112,55.558221599999996,60.0
2014008252,137,143,56.6686662,59.11143972068975
2015002022,42,106,53.852321195662405,60.0
2013004145,28,35,22.3584732,24.0
2013004145,52,120,20.9905342,24.0
2016005776,23,109,21.695805594467355,30.0
2015000773,40,109,18.92774079446736,30.0
2015000028,34,110,4.675,24.0
2013000344,6,16,39.4528244,40.0
2013000344,31,48,30.826762,39.07712486080423
2013000344,111,113,33.16030446054121,34.80473890234371
2013000344,136,143,39.4528244,40.0
2015002162,40,109,23.35664447446736,29.99999999446738
2013007740,33,108,69.39949678327787,75.0
2013000209,47,110,4.775,29.7829333278007
2012006438,31,42,29.16958055446736,30.0
2012006438,56,109,28.615967600000005,30.0
2015007804,42,117,29.1932813605412,39.45696396340439
2016007487,38,108,12.602595300541203,39.99324669674476
2016003327,18,110,57.7791107956624,60.0
2014007762,44,110,46.899972395662395,59.4369926009227
2012006054,51,143,29.008207260541205,39.9999911210987
2014008644,54,110,63.41275198327787,75.0
2015002466,20,30,72.75979870327788,75.0
2015002466,31,143,74.22751679999999,75.0
2012002592,40,44,56.84664478327788,61.1421973914191
2012002592,54,138,73.45503358327791,75.0
2012002645,1,122,59.62985179566238,60.0
2012002645,126,143,59.6298518,60.0
2012001772,39,110,52.59703599566242,60.0
2012008192,19,31,16.900310037151492,29.924310037151493
2012008192,56,110,27.735607637151492,39.44898358352707
2012004589,34,36,34.62070819566239,36.79137486232906
2012004589,54,107,35.11315232899572,59.71972667395917
2013003402,34,110,27.17657389846735,30.0
2016008533,26,28,22.62278544,24.74327447831604
2016001816,31,143,60.70423276327788,74.60794918315068
2015001117,19,113,23.042442700000002,24.0
2015001117,117,131,23.069801480000002,24.0
2016004614,36,110,34.652894995662415,60.0
2016001272,36,110,42.9892761956624,59.989261005989924
2016003380,24,110,25.1558866,30.0
2015008631,24,111,19.54894603446735,29.999999994467352
2014000854,28,111,21.26412199824408,24.0
2015009011,18,111,18.52824399824408,23.99999999824405
2014007676,26,44,22.736024364,24.0
2014007676,50,110,21.5377098,24.0
2016007677,32,42,27.398019082467346,30.0
2016007677,54,110,25.737180207999998,30.0
2014001247,44,111,24.099720260541197,39.45510429212727
2012004559,40,121,4.675,24.0
2016007886,38,111,9.595471195662414,59.92516668327713
2016002414,0,143,39.534762792587365,39.999999460541204
2015003039,18,20,55.558221595662395,56.6166854497352
2015003039,24,34,59.6298518,60.0
2015003039,38,135,59.6298518,60.0
2012006647,35,111,4.675,23.999999998244085
2014000740,42,105,38.35847266054119,40.0
2016006519,33,131,49.29788899566241,60.0
2013002180,32,111,5.75,72.69417557466465
2016000015,2,9,72.68255038327787,75.0
2016000015,61,66,69.81792519999999,72.2207295742598
2016000015,72,127,69.81792519999999,75.0
2014001351,40,42,7.85831979824406,10.028986464910727
2014001351,50,111,8.442177224910726,23.99999999824405
2015008914,28,111,58.519407199999996,60.0
2014001970,22,40,28.33916111446736,30.0
2014001970,68,111,27.508741679999996,30.0
2016006553,27,42,19.07541959824407,23.83829986197742
2016006553,44,111,23.45282439824405,24.0
2015006231,26,129,27.231935194467358,30.0
2015006231,136,143,28.892774080000002,30.0
2012008954,40,119,51.68066339999999,75.0
2015000337,18,112,25.01748335446736,30.0
2012002135,25,111,59.629851795662404,60.0
2016004988,57,116,31.79236546054119,39.99729280798608
2016004988,120,143,35.89618246054119,40.0
2012001597,25,143,37.127327560541204,40.0
2014006978,9,111,19.075419598244064,23.999999998244043
2012009250,34,111,35.1848541805412,40.0
2012000522,22,111,17.68012182,24.0
2016005881,3,143,27.785548154467353,30.0
2012004404,37,57,10.878992160541204,32.56473533711169
2012004404,60,123,38.632060460541226,40.0
2014005371,22,24,70.51959742327787,71.52261858744166
2014005371,40,111,66.8889264,75.0
2015007447,24,134,55.37314749566238,60.0
2015007447,136,143,57.7791108,60.0
2012000232,30,111,22.850931238244073,24.0
2014005301,36,120,17.98106839824406,23.99999999824407
2012004310,36,111,16.952275944467356,29.99999999446737
2013003394,20,132,49.3783559956624,60.0
2013003394,142,143,56.298517999999994,56.818583076980076
2012001308,28,117,73.45503358327788,75.0
2015007118,29,111,24.74228622,30.0
2012006507,58,114,33.534403695662405,60.0
2015000922,37,120,63.49000030327785,75.0
2014000529,27,113,27.23193519446736,30.0
2012009871,20,111,21.85191157446735,29.457333327800697
2014000307,31,112,32.339541060541194,40.0
2013004760,14,46,27.2319352,30.0
2013004760,50,112,28.892774080000002,30.0
2013004760,116,143,28.892774080000002,30.0
2015006366,33,112,23.237553314467355,30.0
2013009281,32,112,9.63664049824406,23.457333331577424
2015006207,19,38,73.45503358327788,75.0
2015006207,57,112,67.275168,75.0
2012009055,14,21,38.413190220541196,40.0
2012009055,26,112,37.811297599999996,40.0
2015001953,36,112,56.29851799566241,60.0
2012007440,32,37,28.339161114467352,29.924056344563326
2012007440,43,112,26.12470928,30.0
2014003583,40,113,71.21483230327789,75.0
2013009128,66,112,4.775,29.96981141303457
2013009128,114,143,28.89277407446736,30.0
2016008667,4,143,23.89056487824407,24.0
2014006591,26,112,57.03881439566241,60.0
2013008281,28,112,46.54591759566241,59.45733332899574
2014008379,6,112,20.169770800000002,23.672244457995372
2015000253,46,112,37.26412146054122,40.0
2013008023,44,112,65.73020158327789,75.0
2016000316,34,35,22.9056488,23.36516554366623
2013000446,33,113,32.8159057005412,40.0
2015007536,39,111,30.5338615805412,39.99948508232741
2012001732,30,118,22.358473198244056,24.0
2014004211,28,33,28.992113860541203,33.932460119922084
2014004211,44,114,37.26412146054119,40.0
2012007432,34,122,37.74290011054119,40.0
2014001423,62,143,20.71694639824408,23.8419113716569
2016004697,21,113,26.0631150605412,39.99997147158251
2014001108,40,111,14.314933060541204,40.0
2014005033,30,113,35.622594660541196,40.0
2016002143,18,112,59.259703595662394,60.0
2012009715,4,18,72.103188,75.0
2012009715,24,34,68.70426192,73.03192915400761
2012009715,50,112,72.60530208,75.0
2012009715,126,143,70.5582216,75.0
2015000487,27,112,50.376146795662386,60.0
2015006527,36,112,59.55033598327788,74.9513757549738
2014002796,30,31,53.627013595662376,54.24791959056466
2014002796,38,112,57.7791108,60.0
2016002515,36,143,5.5,59.985860432652075
2016004521,16,30,39.726411660541196,40.0
2016004521,36,143,39.75377098,40.0
2012004319,0,40,68.04765118327789,75.0
2012004319,54,114,74.6137584,75.0
2015005477,42,48,31.79236546054119,36.36214563851469
2015005477,63,111,36.71694586054119,40.0
2015003850,28,114,67.27516798327785,75.0
2012002266,25,113,21.811297598244078,24.0
2012009664,20,123,22.9056488,24.0
2012009664,126,129,23.4528244,24.0
2013000568,67,113,16.184103889870507,39.994464986952764
2014002514,10,12,44.45377559566241,46.624442262329076
2014002514,26,127,41.63999719566241,59.99999999566239
2016007493,56,106,21.537709798244055,24.0
2015008167,35,113,34.652894995662415,59.980284092063144
2014000240,48,113,71.52382558327788,75.0
2013007252,2,8,27.231935194467365,29.772207758962164
2013007252,42,113,27.2319352,30.0
2016008099,24,113,23.124519038244063,24.0
2012004647,31,39,30.7302010605412,36.83285537341142
2012004647,47,113,37.81129706054122,40.0
2016000020,40,114,29.056487460541188,39.456897176404105
2016002570,9,18,26.678322234467363,29.76737611872439
2016002570,24,113,26.40151576,30.0
2016002570,122,143,28.33916112,30.0
2016007848,40,143,71.9100672,75.0
2013005965,30,119,50.38065294766241,60.0
2016009101,28,121,21.592427358244073,24.0
2016006103,4,132,73.06879198327789,75.0
2014003777,24,113,17.98106839824406,23.99999999824407
2012003702,28,114,20.4433586,23.75170548696362
2014000042,43,113,18.595777460541203,40.0
2012008171,42,46,10.758350478244063,15.099683811577396
2012008171,55,118,14.769574878244065,23.56586666491073
2013001063,24,27,25.57109631446735,27.5060160149375
2013006662,39,127,24.806952875662407,59.65801665786287
2013004776,54,119,38.84127466054119,40.0
2016002872,35,114,73.45503358327788,75.0
2012005466,31,125,57.77911079566239,60.0
2012005466,132,143,56.298517999999994,60.0
2015000085,22,47,35.3490074,40.0
2015000085,49,143,37.264122,40.0
2012004751,48,115,26.84440612246735,30.0
2012006440,18,45,57.7791108,60.0
2012006440,54,143,55.558221599999996,60.0
2016000970,34,114,27.23193519446736,30.0
2016007320,49,113,46.674664795662395,59.97069225834255
2015006488,32,114,56.29851799566239,60.0
2016004940,26,114,22.90564879824407,24.0
2013007051,44,116,28.892774080000002,30.0
2012001246,36,143,51.1164432,60.0
2014000236,133,143,38.85093124,40.0
2012005859,32,112,19.732030318244075,24.0
2014000227,30,45,71.67832224,75.0
2014000227,64,116,70.3651008,75.0
2014000227,124,130,70.55822160000001,73.08085388239236
2014000227,138,139,73.45503360000001,73.86721835901169
2013008897,14,20,52.79110798327788,59.30310798327788
2013008897,35,114,56.75584184994456,74.95330203443686
2014000884,45,114,13.391611194467355,29.999999994467334
2016004695,38,114,4.675,23.45733333157742
2015006238,37,114,26.320609460541185,39.99956251267229
2012004076,56,143,56.6686661956624,60.0
2012002329,58,143,9.55456415824406,23.99999999824405
2013008921,19,143,52.9671842,60.0
2015009332,32,42,14.23291553824407,22.96737899942643
2015009332,52,114,20.662228838244065,24.0
2015009334,124,143,8.679083198244086,23.8901553860074
2012007029,42,114,23.85232119446736,29.999999994467363
2012007687,33,114,65.73020158327789,75.0
2012004658,36,114,29.056487460541188,39.99974204853602
2012000112,32,114,38.9056488,40.0
2016007000,33,114,27.785548154467346,30.0
2016006690,6,112,45.1940719956624,59.99999999566239
2014000600,56,114,70.5582216,75.0
2013007703,36,117,34.4960572,40.0
2013007703,134,143,34.4960572,38.35402083615929
2016000556,38,114,30.6980142605412,39.45707587724792
2015007260,22,42,72.83704702327788,75.0
2015007260,46,114,74.22751679999999,75.0
2013008150,30,114,71.13758398327788,75.0
2016000800,32,118,52.69454758327788,74.42531520429182
2012002139,29,114,14.150839198244059,23.999999998244064
2013007311,31,114,46.6424779956624,60.0
2014002122,24,33,35.8961824605412,39.36203150542336
2014002122,69,126,36.7169464,40.0
2014002111,32,114,17.105587438244058,23.45733333157739
2012004547,30,40,17.98106839824406,23.357891792792962
2012004547,62,114,21.811297598244067,24.0
2016006454,32,114,32.339541060541194,39.504166089914804
2016006455,29,44,13.401267234467362,27.673766482125068
2016006455,58,108,24.906760762467332,30.0
2014002799,31,114,36.169770799999995,40.0
2013001746,35,114,22.93016937446735,29.999999994467334
2016008532,31,114,20.388641038244067,24.0
2014003543,8,38,56.298517999999994,60.0
2014003543,46,116,59.6298518,60.0
2015004477,32,114,71.91006718327789,75.0
2015001272,29,143,17.704642394467363,29.99999999446733
2014003953,38,40,56.49258998327789,58.66325664994456
2014003953,54,117,47.646353183277895,74.65515421639516
2015004666,36,114,4.675,23.999999998244085
2014008929,30,114,49.08962598327788,74.94337539719439
2014002937,36,126,17.98659876246736,29.45733332780067
2015001549,29,120,47.25402719566242,59.99999999566239
2015001609,29,114,56.29851799566241,60.0
2015001340,12,20,58.519407199999996,60.0
2015001340,36,42,58.519407199999996,60.0
2015001340,121,131,52.597035999999996,57.4704102568949
2012001129,24,115,72.0388144,75.0
2013006323,42,112,4.675,23.45733333157742
2015004354,30,114,74.22751678327788,75.0
2015001447,34,143,35.365100260541205,40.0
2015001934,20,126,38.9056488,40.0
2013000914,28,116,22.2650726605412,40.0
2015005138,26,143,27.2319352,30.0
2016008880,4,31,73.068792,75.0
2016008880,38,114,72.6825504,75.0
2016008880,121,142,71.137584,75.0
2012009752,28,114,19.62259519824406,23.548112141116974
2014006846,124,143,57.03881440000001,60.0
2014006903,24,108,51.92206438327788,75.0
2014002622,29,40,70.36510078327787,74.49442482368615
2014002622,44,111,69.20637599999999,75.0
2014005678,37,143,56.84664478327786,74.99999998327789
2013004327,27,114,57.0388143956624,60.0
2014007747,45,114,8.483124194467356,29.999999994467352
2013002873,40,115,12.50931239824408,24.0
2014008107,36,114,52.597035995662395,60.0
2015005457,33,117,54.07762879566239,60.0
2014007970,27,28,24.463870394467353,25.382988186786022
2014007970,40,114,28.892774080000002,30.0
2014007971,27,114,52.5970359956624,60.0
2014007998,20,143,28.339161114467352,30.0
2014008024,40,117,68.04765118327789,75.0
2014008024,140,143,66.50268480000001,68.33359422266415
2013005274,30,120,68.04765118327789,75.0
2014007480,117,143,16.531053058244073,23.98123806711553
2014007395,4,143,68.62701358327787,75.0
2016005828,33,36,16.817448979577403,19.99865813392349
2016005828,37,48,23.179236598244074,24.0
2016005828,50,114,23.179236600000003,24.0
2013005790,12,26,71.9100672,75.0
2013005790,39,42,71.137584,72.56227517193027
2013005790,59,123,71.9100672,75.0
2013005790,128,143,74.22751679999999,75.0
2015005209,38,115,65.73020158327789,75.0
2014000100,38,114,31.79236546054119,39.99976205032075
2015007888,42,143,31.79236546054119,39.99999946054119
2015007649,36,114,25.847902794467362,30.0
2013003074,34,120,19.45844251824407,24.0
2016000043,48,114,30.807449380541208,39.45624732142386
2014006816,36,118,23.069801480000002,24.0
2014006816,118,143,23.53490074,24.0
2016007989,40,108,67.50691294327788,75.0
2012006589,30,114,61.86778558327788,74.62637689081771
2014006780,22,24,27.2319352,28.33466349892422
2014006780,27,45,29.446387039999998,30.0
2014006780,49,115,28.33916112,30.0
2014006780,116,124,28.33916112,30.0
2015009165,32,115,26.40151575446735,30.0
2012008245,24,108,67.96074682327787,75.0
2012006734,47,123,51.203347555662404,60.0
2013006861,29,116,27.674825562467362,30.0
2015005803,62,116,22.24941855446736,30.0
2012005456,32,143,28.33916111446735,30.0
2015000075,21,22,73.45503360000001,73.88238784935308
2015000075,27,122,69.5926176,75.0
2013002082,41,143,4.775,29.99999999446736
2012001266,32,115,17.147810760000002,29.45733332780068
2014000807,122,138,21.948091499999997,24.0
2013009337,45,114,14.01120709446736,29.999999994467338
2013004380,29,143,15.163114058244062,23.999999998244046
2015004535,50,114,15.5187782,24.0
2015004535,138,143,18.965984478244092,22.374289832594062
2015004196,53,113,35.13664818327787,73.98666258336436
2012009662,32,42,70.44234911999999,74.16014298073266
2012009662,44,114,74.38201344,75.0
2012009662,119,126,73.22328864,75.0
2013003009,31,115,39.45282386054119,40.0
2013002942,66,132,28.615967600000005,30.0
2016005075,132,138,8.790508134467364,15.302508134467365
2016007445,4,97,58.51940719566239,60.0
2015004834,19,143,58.8895553956624,60.0
2014000274,34,114,61.09530238327787,75.0
2014007184,40,115,22.249418554467358,29.782933327800702
2014000457,29,115,71.9100671832779,75.0
2014008288,27,126,38.85093124,40.0
2014008288,130,143,38.0848854,40.0
2012004095,39,115,4.675,24.0
2012006591,28,119,56.37898499566241,60.0
2014006097,122,143,73.80265102327787,75.0
2016001243,23,114,21.81129759824406,24.0
2013008428,46,126,45.8378079956624,59.99999999566241
2013008428,139,143,57.59403669566241,59.23323390722103
2014002808,35,114,67.6614096,75.0
2016006232,12,25,71.137584,75.0
2016006232,30,116,71.137584,75.0
2012001409,40,114,4.75,40.0
2014000348,2,24,59.2597036,60.0
2014000348,29,34,59.07462949999999,60.0
2014000348,36,42,57.853140440000004,60.0
2014000348,45,115,57.853140440000004,60.0
2016006398,28,42,30.150838660541194,38.49130994618803
2016006398,44,143,39.45282386054121,40.0
2015001074,12,116,51.116443195662406,60.0
2012003537,24,32,15.792365998244062,22.753031921196953
2012003537,46,126,6.24415177824404,24.0
2012005336,38,42,15.395239494467361,19.736572827800696
2012005336,46,115,14.818429787800694,29.999999994467352
2013002572,38,116,66.50268478327789,75.0
2016002386,29,34,72.68255038327788,74.63951746427516
2016002386,64,116,68.43389280000001,75.0
2014002759,31,40,45.83780799566239,53.531985860365424
2014002759,65,116,57.167561595662384,60.0
2014008925,10,129,28.892774080000002,30.0
2014008925,134,143,28.615967600000005,30.0
2016009153,20,114,28.117715930467345,30.0
2012008998,28,116,57.03881439566239,60.0
2014004407,32,116,19.40372496,24.0
2014004407,129,136,19.40372496,23.06161124410602
2016003840,49,122,28.339161114467352,30.0
2016003840,124,143,29.446387039999998,30.0
2013008067,15,30,24.463870394467364,29.653778453732407
2013008067,32,34,29.446387039999998,30.0
2013008067,38,129,27.2319352,30.0
2013008067,135,143,26.678322240000004,29.617614617266533
2012000984,20,32,34.528244,38.90814309437343
2012000984,64,143,38.3584732,40.0
2014006323,27,143,31.599244660541203,39.99999946054118
2013002871,121,143,36.443358599999996,40.0
2014000976,0,143,23.58464770616458,24.0
2015007861,20,116,42.2972599956624,59.45733332899576
2015009286,40,116,63.02651038327788,75.0
2015009278,21,123,38.9056488,40.0
2015009278,126,143,38.9056488,40.0
2015006910,38,52,9.746075618244062,22.55006882016374
2015006910,56,114,17.37917523824409,23.99999999824407
2012007512,35,39,52.21174558327789,56.55307891661122
2012007512,64,116,53.46314611661123,74.99676315518047
2016008982,118,143,38.3584732,40.0
2013007497,32,116,41.58915039566241,59.45733332899572
2013000041,36,116,71.13758398327786,75.0
2013000621,33,116,21.536773995662404,59.9518317719327
2016006941,14,143,22.358473198244074,24.0
2014003270,38,116,19.07541959824406,23.99999999824409
2014002938,35,114,23.726412198244063,24.0
2015009135,34,38,27.962136260541204,32.30346959387454
2015009135,50,116,29.024924927207874,40.0
2012000221,32,115,72.99154366327788,75.0
2016008407,36,114,57.77911079566242,60.0
2012009383,1,4,21.09996932,22.766058635247887
2012009383,29,116,21.09996932,24.0
2013008397,22,23,73.48722038327789,73.91365952025312
2013008397,34,40,72.6825504,74.9042650323475
2013008397,55,116,72.6825504,75.0
2012000661,36,116,50.79457519566239,60.0
2016008258,22,135,20.826381518244062,24.0
2014003187,48,118,61.86778558327788,75.0
2015008512,34,116,45.837807999999995,60.0
2012007311,28,116,49.8611579956624,60.0
2015000388,36,40,13.668417680000001,18.009751013333336
2015000388,42,127,16.09399824,30.0
2015000388,131,138,29.16958055446735,30.0
2013002230,129,143,74.42063759999999,75.0
2014002925,19,116,74.6137584,75.0
2014000875,40,143,8.595639486401751,30.0
2013000342,47,116,35.216163995662406,59.943740619049976
2014001608,27,114,59.453775583277874,74.98609463577122
2016002010,39,143,35.62259519999999,40.0
2016002007,34,123,13.87725139824407,23.999999998244046
2014005946,26,115,9.116764860541187,40.0
2016000882,38,116,45.51593999566241,59.45706903080538
2014001459,28,116,61.86778558327787,74.91363815628904
2014005886,44,115,19.263127250467356,29.78293332780068
2015003490,30,116,18.254656198244056,23.99999999824405
2015009290,40,116,26.86778506054121,39.99952961625855
2016006193,26,112,17.379175238244066,23.999999998244046
2016009097,32,116,24.906760762467353,29.61896858319677
2014000311,36,42,9.55333529446736,16.06533529446736
2014000311,46,69,12.179098281134026,29.81154184920348
2014000311,73,116,25.57109631446737,30.0
2013007834,35,116,61.249799023277866,75.0
2014003457,46,57,19.6225952,23.656104573038746
2014003457,58,143,23.4528244,24.0
2016000198,32,116,69.59261758327789,75.0
2015005290,38,116,17.981068398244062,23.45733333157741
2012003167,60,116,29.169580554467355,30.0
2013007731,18,118,63.798993583277884,75.0
2013007731,120,143,73.8412752,75.0
2012000371,35,116,4.775,29.99999999446736
2016003882,41,42,4.775,5.860333333333334
2016003882,48,117,5.355513893333335,30.0
2014000458,35,120,57.03881439566239,60.0
2012002173,45,128,50.376146795662414,60.0
2014001892,29,117,14.938186934467357,30.0
2014000327,48,116,4.775,29.56586666113403
2015006168,62,143,65.7302016,75.0
2016007402,32,143,65.15083918327787,75.0
2016005109,32,116,29.040394060541193,39.99990508873177
2012004914,32,116,34.80183126054119,40.0
2012010671,38,116,15.860338754467357,29.999999994467345
2013008411,41,143,12.200158186,23.999999998244054
2014001560,26,117,28.33916111446736,30.0
2012003025,33,39,21.26412199824407,23.584647706164592
2012003025,46,116,22.506210612,24.0
2016002136,15,22,10.59419779824406,18.191531131577396
2016002136,38,117,13.125647898244063,23.999999998244046
2016001143,29,116,67.81590622327789,75.0
2014001538,30,46,25.57109631446736,29.560797113899316
2014008667,32,116,22.41319075824407,24.0
