name,busname,stat,Minoperatingcapacity(MW),capacity(kW),battery(kWh),chargingrate(MW/hr),dischargingrate(MW/hr),ChargingEfficiency(%),DischargingEfficiency(%),dischargingcost(gbp/MWh),chargingcost(gbp/MWh)
2016008483,1,1,0,7.4,30,250,0,0.88,0,0,150
2012006947,1,1,0,7.4,60,250,0,0.88,0,0,150
2013007327,1,1,0,7.4,30,250,0,0.88,0,0,150
2015006385,1,1,0,7.4,60,250,0,0.88,0,0,150
2016000127,1,1,0,7.4,75,250,0,0.88,0,0,150
2016005047,1,1,0,7.4,60,250,0,0.88,0,0,150
2016005793,1,1,0,7.4,24,250,0,0.88,0,0,150
2015000272,1,1,0,7.4,40,250,0,0.88,0,0,150
2012006856,1,1,0,7.4,24,250,0,0.88,0,0,150
2016001391,1,1,0,7.4,24,250,0,0.88,0,0,150
2013002811,1,1,0,7.4,60,250,0,0.88,0,0,150
2015009223,1,1,0,7.4,24,250,0,0.88,0,0,150
2012010487,1,1,0,7.4,40,250,0,0.88,0,0,150
2015000108,1,1,0,7.4,24,250,0,0.88,0,0,150
2014006777,1,1,0,7.4,30,250,0,0.88,0,0,150
2015001632,1,1,0,7.4,75,250,0,0.88,0,0,150
2014003136,1,1,0,7.4,24,250,0,0.88,0,0,150
2015002505,1,1,0,7.4,75,250,0,0.88,0,0,150
2014007557,1,1,0,7.4,30,250,0,0.88,0,0,150
2015003128,1,1,0,7.4,30,250,0,0.88,0,0,150
2015007703,1,1,0,7.4,30,250,0,0.88,0,0,150
2015005306,1,1,0,7.4,30,250,0,0.88,0,0,150
2014005632,1,1,0,7.4,30,250,0,0.88,0,0,150
2015005817,1,1,0,7.4,24,250,0,0.88,0,0,150
2015005673,1,1,0,7.4,40,250,0,0.88,0,0,150
2016006095,1,1,0,7.4,40,250,0,0.88,0,0,150
2014007279,1,1,0,7.4,30,250,0,0.88,0,0,150
2013004130,1,1,0,7.4,24,250,0,0.88,0,0,150
2013005391,1,1,0,7.4,24,250,0,0.88,0,0,150
2015005409,1,1,0,7.4,40,250,0,0.88,0,0,150
2015004845,1,1,0,7.4,40,250,0,0.88,0,0,150
2013004798,1,1,0,7.4,30,250,0,0.88,0,0,150
2012002036,1,1,0,7.4,40,250,0,0.88,0,0,150
2016008577,1,1,0,7.4,60,250,0,0.88,0,0,150
2015000117,1,1,0,7.4,75,250,0,0.88,0,0,150
2012000938,1,1,0,7.4,75,250,0,0.88,0,0,150
2016008505,1,1,0,7.4,75,250,0,0.88,0,0,150
2013000526,1,1,0,7.4,75,250,0,0.88,0,0,150
2013000340,1,1,0,7.4,24,250,0,0.88,0,0,150
2014005235,1,1,0,7.4,30,250,0,0.88,0,0,150
2014000347,1,1,0,7.4,60,250,0,0.88,0,0,150
2016003997,1,1,0,7.4,24,250,0,0.88,0,0,150
2015001459,1,1,0,7.4,30,250,0,0.88,0,0,150
2015001191,1,1,0,7.4,40,250,0,0.88,0,0,150
2016004199,1,1,0,7.4,40,250,0,0.88,0,0,150
2014005564,1,1,0,7.4,24,250,0,0.88,0,0,150
2013006681,1,1,0,7.4,60,250,0,0.88,0,0,150
2014003768,1,1,0,7.4,60,250,0,0.88,0,0,150
2016002918,1,1,0,7.4,40,250,0,0.88,0,0,150
2016007006,1,1,0,7.4,75,250,0,0.88,0,0,150
2015004400,1,1,0,7.4,60,250,0,0.88,0,0,150
2016003304,1,1,0,7.4,24,250,0,0.88,0,0,150
2015002788,1,1,0,7.4,24,250,0,0.88,0,0,150
2015003503,1,1,0,7.4,60,250,0,0.88,0,0,150
2016003183,1,1,0,7.4,24,250,0,0.88,0,0,150
2016007093,1,1,0,7.4,40,250,0,0.88,0,0,150
2012005784,1,1,0,7.4,75,250,0,0.88,0,0,150
2012008177,1,1,0,7.4,75,250,0,0.88,0,0,150
2015007955,1,1,0,7.4,40,250,0,0.88,0,0,150
2012006545,1,1,0,7.4,24,250,0,0.88,0,0,150
2013005511,1,1,0,7.4,40,250,0,0.88,0,0,150
2016001315,1,1,0,7.4,24,250,0,0.88,0,0,150
2012008772,1,1,0,7.4,24,250,0,0.88,0,0,150
2012006340,1,1,0,7.4,75,250,0,0.88,0,0,150
2013008863,1,1,0,7.4,75,250,0,0.88,0,0,150
2016008104,1,1,0,7.4,60,250,0,0.88,0,0,150
2012007281,1,1,0,7.4,24,250,0,0.88,0,0,150
2015008896,1,1,0,7.4,24,250,0,0.88,0,0,150
2012006781,1,1,0,7.4,40,250,0,0.88,0,0,150
2013007800,1,1,0,7.4,24,250,0,0.88,0,0,150
2012007054,1,1,0,7.4,30,250,0,0.88,0,0,150
2016000474,1,1,0,7.4,40,250,0,0.88,0,0,150
2013004294,1,1,0,7.4,30,250,0,0.88,0,0,150
2013008073,1,1,0,7.4,30,250,0,0.88,0,0,150
2015006296,1,1,0,7.4,24,250,0,0.88,0,0,150
2014008128,1,1,0,7.4,75,250,0,0.88,0,0,150
2012009249,1,1,0,7.4,30,250,0,0.88,0,0,150
2016005844,1,1,0,7.4,24,250,0,0.88,0,0,150
2012009425,1,1,0,7.4,24,250,0,0.88,0,0,150
2014002402,1,1,0,7.4,40,250,0,0.88,0,0,150
2012001836,1,1,0,7.4,24,250,0,0.88,0,0,150
2014005854,1,1,0,7.4,30,250,0,0.88,0,0,150
2014006858,1,1,0,7.4,30,250,0,0.88,0,0,150
2012007765,1,1,0,7.4,30,250,0,0.88,0,0,150
2012001586,1,1,0,7.4,30,250,0,0.88,0,0,150
2014005148,1,1,0,7.4,75,250,0,0.88,0,0,150
2015008610,1,1,0,7.4,30,250,0,0.88,0,0,150
2016008757,1,1,0,7.4,30,250,0,0.88,0,0,150
2014004245,1,1,0,7.4,30,250,0,0.88,0,0,150
2014004311,1,1,0,7.4,60,250,0,0.88,0,0,150
2013006229,1,1,0,7.4,75,250,0,0.88,0,0,150
2013007687,1,1,0,7.4,75,250,0,0.88,0,0,150
2014008434,1,1,0,7.4,75,250,0,0.88,0,0,150
2012009765,1,1,0,7.4,75,250,0,0.88,0,0,150
2012007578,1,1,0,7.4,24,250,0,0.88,0,0,150
2012008983,1,1,0,7.4,30,250,0,0.88,0,0,150
2013009019,1,1,0,7.4,24,250,0,0.88,0,0,150
2013007208,1,1,0,7.4,60,250,0,0.88,0,0,150
2016006382,1,1,0,7.4,75,250,0,0.88,0,0,150
2015007879,1,1,0,7.4,24,250,0,0.88,0,0,150
2016004514,1,1,0,7.4,30,250,0,0.88,0,0,150
2014004525,1,1,0,7.4,75,250,0,0.88,0,0,150
2012000662,1,1,0,7.4,24,250,0,0.88,0,0,150
2013000405,1,1,0,7.4,24,250,0,0.88,0,0,150
2013000060,1,1,0,7.4,40,250,0,0.88,0,0,150
2015000139,1,1,0,7.4,75,250,0,0.88,0,0,150
2016002988,1,1,0,7.4,24,250,0,0.88,0,0,150
2014005000,1,1,0,7.4,24,250,0,0.88,0,0,150
2014005006,1,1,0,7.4,24,250,0,0.88,0,0,150
2013005366,1,1,0,7.4,75,250,0,0.88,0,0,150
2016007231,1,1,0,7.4,24,250,0,0.88,0,0,150
2016006997,1,1,0,7.4,30,250,0,0.88,0,0,150
2016007501,1,1,0,7.4,75,250,0,0.88,0,0,150
2014008577,1,1,0,7.4,30,250,0,0.88,0,0,150
2013001169,1,1,0,7.4,40,250,0,0.88,0,0,150
2013003971,1,1,0,7.4,24,250,0,0.88,0,0,150
2016007515,1,1,0,7.4,75,250,0,0.88,0,0,150
2012000320,1,1,0,7.4,24,250,0,0.88,0,0,150
2013002371,1,1,0,7.4,30,250,0,0.88,0,0,150
2014005128,1,1,0,7.4,40,250,0,0.88,0,0,150
2013003411,1,1,0,7.4,30,250,0,0.88,0,0,150
2014007244,1,1,0,7.4,75,250,0,0.88,0,0,150
2014005238,1,1,0,7.4,40,250,0,0.88,0,0,150
2013008010,1,1,0,7.4,24,250,0,0.88,0,0,150
2012006122,1,1,0,7.4,30,250,0,0.88,0,0,150
2013007961,1,1,0,7.4,60,250,0,0.88,0,0,150
2016005222,1,1,0,7.4,60,250,0,0.88,0,0,150
2016000595,1,1,0,7.4,30,250,0,0.88,0,0,150
2012003626,1,1,0,7.4,40,250,0,0.88,0,0,150
2015001435,1,1,0,7.4,60,250,0,0.88,0,0,150
2015006360,1,1,0,7.4,40,250,0,0.88,0,0,150
2014003363,1,1,0,7.4,60,250,0,0.88,0,0,150
2013005937,1,1,0,7.4,60,250,0,0.88,0,0,150
2013008592,1,1,0,7.4,40,250,0,0.88,0,0,150
2015009301,1,1,0,7.4,24,250,0,0.88,0,0,150
2015007690,1,1,0,7.4,60,250,0,0.88,0,0,150
2015008554,1,1,0,7.4,30,250,0,0.88,0,0,150
2014000161,1,1,0,7.4,40,250,0,0.88,0,0,150
2015005514,1,1,0,7.4,40,250,0,0.88,0,0,150
2015005649,1,1,0,7.4,40,250,0,0.88,0,0,150
2015001898,1,1,0,7.4,30,250,0,0.88,0,0,150
2016001222,1,1,0,7.4,30,250,0,0.88,0,0,150
2016004776,1,1,0,7.4,75,250,0,0.88,0,0,150
2013007968,1,1,0,7.4,60,250,0,0.88,0,0,150
2014005548,1,1,0,7.4,60,250,0,0.88,0,0,150
2014004688,1,1,0,7.4,40,250,0,0.88,0,0,150
2012002758,1,1,0,7.4,30,250,0,0.88,0,0,150
2016007433,1,1,0,7.4,24,250,0,0.88,0,0,150
2013005236,1,1,0,7.4,40,250,0,0.88,0,0,150
2016005048,1,1,0,7.4,40,250,0,0.88,0,0,150
2012006628,1,1,0,7.4,75,250,0,0.88,0,0,150
2016000668,1,1,0,7.4,40,250,0,0.88,0,0,150
2012010535,1,1,0,7.4,24,250,0,0.88,0,0,150
2014000450,1,1,0,7.4,30,250,0,0.88,0,0,150
2015003931,1,1,0,7.4,40,250,0,0.88,0,0,150
2016008051,1,1,0,7.4,24,250,0,0.88,0,0,150
2012008216,1,1,0,7.4,30,250,0,0.88,0,0,150
2014007573,1,1,0,7.4,60,250,0,0.88,0,0,150
2013002080,1,1,0,7.4,40,250,0,0.88,0,0,150
2013006796,1,1,0,7.4,30,250,0,0.88,0,0,150
2016005823,1,1,0,7.4,60,250,0,0.88,0,0,150
2012009668,1,1,0,7.4,24,250,0,0.88,0,0,150
2013005838,1,1,0,7.4,40,250,0,0.88,0,0,150
2014003845,1,1,0,7.4,60,250,0,0.88,0,0,150
2012002502,1,1,0,7.4,40,250,0,0.88,0,0,150
2016001509,1,1,0,7.4,75,250,0,0.88,0,0,150
2015002713,1,1,0,7.4,40,250,0,0.88,0,0,150
2013000381,1,1,0,7.4,60,250,0,0.88,0,0,150
2012005665,1,1,0,7.4,60,250,0,0.88,0,0,150
2015002886,1,1,0,7.4,60,250,0,0.88,0,0,150
2014006180,1,1,0,7.4,30,250,0,0.88,0,0,150
2015004245,1,1,0,7.4,24,250,0,0.88,0,0,150
2012001989,1,1,0,7.4,40,250,0,0.88,0,0,150
2012006178,1,1,0,7.4,60,250,0,0.88,0,0,150
2015002293,1,1,0,7.4,24,250,0,0.88,0,0,150
2012006409,1,1,0,7.4,24,250,0,0.88,0,0,150
2016002406,1,1,0,7.4,60,250,0,0.88,0,0,150
2012005497,1,1,0,7.4,30,250,0,0.88,0,0,150
2012002094,1,1,0,7.4,30,250,0,0.88,0,0,150
2015001432,1,1,0,7.4,24,250,0,0.88,0,0,150
2016003752,1,1,0,7.4,24,250,0,0.88,0,0,150
2015001619,1,1,0,7.4,30,250,0,0.88,0,0,150
2016008839,1,1,0,7.4,30,250,0,0.88,0,0,150
2016003900,1,1,0,7.4,24,250,0,0.88,0,0,150
2012004530,1,1,0,7.4,24,250,0,0.88,0,0,150
2012002831,1,1,0,7.4,30,250,0,0.88,0,0,150
2012004803,1,1,0,7.4,24,250,0,0.88,0,0,150
2015002110,1,1,0,7.4,60,250,0,0.88,0,0,150
2014005581,1,1,0,7.4,60,250,0,0.88,0,0,150
2012004245,1,1,0,7.4,30,250,0,0.88,0,0,150
2016002581,1,1,0,7.4,40,250,0,0.88,0,0,150
2016006532,1,1,0,7.4,24,250,0,0.88,0,0,150
2016002842,1,1,0,7.4,30,250,0,0.88,0,0,150
2016003305,1,1,0,7.4,24,250,0,0.88,0,0,150
2012004277,1,1,0,7.4,60,250,0,0.88,0,0,150
2012004254,1,1,0,7.4,30,250,0,0.88,0,0,150
2013000725,1,1,0,7.4,40,250,0,0.88,0,0,150
2016007126,1,1,0,7.4,60,250,0,0.88,0,0,150
2015007470,1,1,0,7.4,60,250,0,0.88,0,0,150
2012008258,1,1,0,7.4,60,250,0,0.88,0,0,150
2012003249,1,1,0,7.4,30,250,0,0.88,0,0,150
2012003544,1,1,0,7.4,30,250,0,0.88,0,0,150
2014007249,1,1,0,7.4,24,250,0,0.88,0,0,150
2012007861,1,1,0,7.4,24,250,0,0.88,0,0,150
2016007669,1,1,0,7.4,75,250,0,0.88,0,0,150
2012008070,1,1,0,7.4,60,250,0,0.88,0,0,150
2014007362,1,1,0,7.4,24,250,0,0.88,0,0,150
2014007566,1,1,0,7.4,24,250,0,0.88,0,0,150
2013002898,1,1,0,7.4,30,250,0,0.88,0,0,150
2015006981,1,1,0,7.4,30,250,0,0.88,0,0,150
2012008879,1,1,0,7.4,60,250,0,0.88,0,0,150
2015007021,1,1,0,7.4,60,250,0,0.88,0,0,150
2012008515,1,1,0,7.4,30,250,0,0.88,0,0,150
2015007177,1,1,0,7.4,40,250,0,0.88,0,0,150
2014007204,1,1,0,7.4,40,250,0,0.88,0,0,150
2014006586,1,1,0,7.4,75,250,0,0.88,0,0,150
2012007032,1,1,0,7.4,24,250,0,0.88,0,0,150
2012006961,1,1,0,7.4,40,250,0,0.88,0,0,150
2016000083,1,1,0,7.4,40,250,0,0.88,0,0,150
2015004866,1,1,0,7.4,60,250,0,0.88,0,0,150
2016000398,1,1,0,7.4,30,250,0,0.88,0,0,150
2015004473,1,1,0,7.4,75,250,0,0.88,0,0,150
2012006665,1,1,0,7.4,60,250,0,0.88,0,0,150
2014006456,1,1,0,7.4,24,250,0,0.88,0,0,150
2012001967,1,1,0,7.4,24,250,0,0.88,0,0,150
2013003953,1,1,0,7.4,40,250,0,0.88,0,0,150
2015008117,1,1,0,7.4,75,250,0,0.88,0,0,150
2015008119,1,1,0,7.4,40,250,0,0.88,0,0,150
2012007720,1,1,0,7.4,60,250,0,0.88,0,0,150
2014008740,1,1,0,7.4,60,250,0,0.88,0,0,150
2016008048,1,1,0,7.4,24,250,0,0.88,0,0,150
2016005279,1,1,0,7.4,60,250,0,0.88,0,0,150
2013008251,1,1,0,7.4,24,250,0,0.88,0,0,150
2016009187,1,1,0,7.4,60,250,0,0.88,0,0,150
2014000157,1,1,0,7.4,24,250,0,0.88,0,0,150
2013005608,1,1,0,7.4,30,250,0,0.88,0,0,150
2013008317,1,1,0,7.4,30,250,0,0.88,0,0,150
2016009067,1,1,0,7.4,24,250,0,0.88,0,0,150
2013007919,1,1,0,7.4,24,250,0,0.88,0,0,150
2013007817,1,1,0,7.4,60,250,0,0.88,0,0,150
2013006444,1,1,0,7.4,60,250,0,0.88,0,0,150
2014003238,1,1,0,7.4,60,250,0,0.88,0,0,150
2013007617,1,1,0,7.4,24,250,0,0.88,0,0,150
2014003922,1,1,0,7.4,24,250,0,0.88,0,0,150
2013009387,1,1,0,7.4,24,250,0,0.88,0,0,150
2013006473,1,1,0,7.4,75,250,0,0.88,0,0,150
2014001322,1,1,0,7.4,40,250,0,0.88,0,0,150
2014004384,1,1,0,7.4,60,250,0,0.88,0,0,150
2014002309,1,1,0,7.4,40,250,0,0.88,0,0,150
2016008881,1,1,0,7.4,60,250,0,0.88,0,0,150
2013008678,1,1,0,7.4,24,250,0,0.88,0,0,150
2014007315,1,1,0,7.4,60,250,0,0.88,0,0,150
2013002238,1,1,0,7.4,40,250,0,0.88,0,0,150
2016001067,1,1,0,7.4,24,250,0,0.88,0,0,150
2016000195,1,1,0,7.4,60,250,0,0.88,0,0,150
2015000941,1,1,0,7.4,30,250,0,0.88,0,0,150
2012009191,1,1,0,7.4,24,250,0,0.88,0,0,150
2012001493,1,1,0,7.4,75,250,0,0.88,0,0,150
2014001139,1,1,0,7.4,24,250,0,0.88,0,0,150
2015004475,1,1,0,7.4,40,250,0,0.88,0,0,150
2012010217,1,1,0,7.4,24,250,0,0.88,0,0,150
2014000491,1,1,0,7.4,24,250,0,0.88,0,0,150
2013007570,1,1,0,7.4,24,250,0,0.88,0,0,150
2014008939,1,1,0,7.4,24,250,0,0.88,0,0,150
2016002056,1,1,0,7.4,40,250,0,0.88,0,0,150
2012007783,1,1,0,7.4,24,250,0,0.88,0,0,150
2016002760,1,1,0,7.4,24,250,0,0.88,0,0,150
2016004893,1,1,0,7.4,24,250,0,0.88,0,0,150
2015000773,1,1,0,7.4,40,250,0,0.88,0,0,150
2012003085,1,1,0,7.4,24,250,0,0.88,0,0,150
2012007279,1,1,0,7.4,75,250,0,0.88,0,0,150
2016001232,1,1,0,7.4,24,250,0,0.88,0,0,150
2013002014,1,1,0,7.4,24,250,0,0.88,0,0,150
2013007717,1,1,0,7.4,60,250,0,0.88,0,0,150
2013000344,1,1,0,7.4,30,250,0,0.88,0,0,150
2014001719,1,1,0,7.4,30,250,0,0.88,0,0,150
2013007740,1,1,0,7.4,60,250,0,0.88,0,0,150
2015009296,1,1,0,7.4,30,250,0,0.88,0,0,150
2013000209,1,1,0,7.4,40,250,0,0.88,0,0,150
2014006438,1,1,0,7.4,24,250,0,0.88,0,0,150
2016008184,1,1,0,7.4,40,250,0,0.88,0,0,150
2014007343,1,1,0,7.4,24,250,0,0.88,0,0,150
2012010369,1,1,0,7.4,40,250,0,0.88,0,0,150
2014000516,1,1,0,7.4,30,250,0,0.88,0,0,150
2012002526,1,1,0,7.4,75,250,0,0.88,0,0,150
2013005335,1,1,0,7.4,60,250,0,0.88,0,0,150
2012010442,1,1,0,7.4,24,250,0,0.88,0,0,150
2014004969,1,1,0,7.4,24,250,0,0.88,0,0,150
2015007804,1,1,0,7.4,24,250,0,0.88,0,0,150
2015005973,1,1,0,7.4,24,250,0,0.88,0,0,150
2013008247,1,1,0,7.4,30,250,0,0.88,0,0,150
2013004304,1,1,0,7.4,30,250,0,0.88,0,0,150
2014001931,1,1,0,7.4,30,250,0,0.88,0,0,150
2012009555,1,1,0,7.4,60,250,0,0.88,0,0,150
2012001712,1,1,0,7.4,30,250,0,0.88,0,0,150
2016003576,1,1,0,7.4,60,250,0,0.88,0,0,150
2014001895,1,1,0,7.4,75,250,0,0.88,0,0,150
2014000711,1,1,0,7.4,60,250,0,0.88,0,0,150
2016004989,1,1,0,7.4,30,250,0,0.88,0,0,150
2015001164,1,1,0,7.4,60,250,0,0.88,0,0,150
2012001277,1,1,0,7.4,60,250,0,0.88,0,0,150
2016006146,1,1,0,7.4,40,250,0,0.88,0,0,150
2014006437,1,1,0,7.4,30,250,0,0.88,0,0,150
2014000608,1,1,0,7.4,30,250,0,0.88,0,0,150
2013002804,1,1,0,7.4,60,250,0,0.88,0,0,150
2016003370,1,1,0,7.4,40,250,0,0.88,0,0,150
2014008323,1,1,0,7.4,24,250,0,0.88,0,0,150
2016003328,1,1,0,7.4,30,250,0,0.88,0,0,150
2012005802,1,1,0,7.4,40,250,0,0.88,0,0,150
2016008926,1,1,0,7.4,30,250,0,0.88,0,0,150
2013008498,1,1,0,7.4,40,250,0,0.88,0,0,150
2012006054,1,1,0,7.4,40,250,0,0.88,0,0,150
2014006208,1,1,0,7.4,24,250,0,0.88,0,0,150
2014008546,1,1,0,7.4,24,250,0,0.88,0,0,150
2013005978,1,1,0,7.4,75,250,0,0.88,0,0,150
